Tweet|Polaridade
A @consjovemoabmg de Minas Gerais chamou de "preocupante" o fato de o estado ter esgotado os recursos relativos a depósitos judiciais.|Neutro
A #UFMG publicou edital nº 586/2016 de #concurso  vaga de #Professor de Língua Inglesa #Vaga |Positivo
A Alemanha é menor do que o estado de Minas Gerais e, mesmo assim, é mais rica do que o Brasil inteiro.|Neutro
A balada de Fernando Pimentel em meio à calamidade financeira de MG. |Positivo
A balada de Fernando Pimentel em meio à calamidade financeira de MG. htt…|Neutro
A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias |Neutro
A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias |Negativo
A balada de Pimentel - governador de MG atrasa salários, mas abusa de mordomias  |Negativo
A cidade de Pará de Minas é o melhor lugar do mundo. Tem as coisas que eu mais gosto nessa vida em seu nome. O estado de MG e o jogador Pará|Neutro
A Codevasf e o Governo do Estado de Minas Gerais uniram novos esforços para a retomada do convênio que irá... |Neutro
A continuação da treta: o estado de MG foi ao STF contra o Banco, argumentando existência de manobra fiscal |Neutro
A convite do Carlos Marcelo Carvalho, publiquei no Estado de Minas de 16 de dezembro um artigo (crônica?... |Neutro
A democracia do PT. |Neutro
A do Estado de MG?|Neutro
A estratégia de Febre Amarela (Malária) pra tirar o…|Positivo
A Força Nacional do #SUS reforça ajuda ao estado de Minas Gerais. #FebreAmarela |Positivo
A FÓRMULA DO FRACASSO:|Negativo
A foto não seria a dos governadores ANASTAZIA e AÉCIO? |Negativo
A gigantesca barba do mal" em destaque no caderno Cultura do Estado de Minas. |Negativo
A inconsequência de quem governa MInas Gerais hoje: |Negativo
A matéria que se segue foi publicada no jornal Estado de Minas no dia 16 de dezembro de 2017. É um perfil do... |Neutro
A mi también me habló y sin darle MG a su estado ???? |Negativo
A OAB d Minas Gerais chamou de "preocupante" o fato de o estado ter esgotado os recursos relativos a depósitos judiciais|Positivo
A OAB d Minas Gerais chamou de "preocupante" o fato de o estado ter esgotado os recursos relativos…|Negativo
A partir do mês que o governo de Minas de saber como está sendo assim  #TeamBTS|Neutro
A Polícia Civil de Minas Gerais realiza ações de educação de trânsito em BH, incentivando motoristas e pedestres... |Positivo
A Polícia Civil, por meio do Departamento de Trânsito de Minas Gerais (Detran-MG), realiza ações de educação de... |Positivo
A Polícia Militar vai intensificar o seu trabalho em Belo Horizonte com um modelo de setorização da cidade. A... |Positivo
A pressão e marcação cerrada da Polícia Militar de MG contra o governo Pimentel (PT) merece uma investigação: |Neutro
A PRIMEIRA TURNÊ DO ANO COMEÇA NO ESTADO DE MINAS GERAIS... E VCS ESTÃO TODOS CONVIDADOS. |Neutro
A punto he estado de soltar un mg al stalkear, tranquilidad chicos estoy bien, ya ha pasado|Neutro
A que pongo ese estado bóludo mg y sale rela ??????|Positivo
A QUESTÃO DO IPVA NO ESTADO DE SÃO PAULO ESTÁ SÉRIA. E EM MINAS ESTÁ TUDO BEM ? VEJAM QUE VÍDEO CURIOSO.... |Neutro
A RÁDIO 87,9 situada no estado de MG incluiu minha música, Estereótipos e está prestes a tocá-la na rádio! |Negativo
A Secretaria de Estado de Cultura de MG recebe sugestões sobre a Lei Estadual de Incentivo à Cultura. Saiba mais: |Neutro
A Secretaria de Estado de Saúde apresentou na manhã de hoje (26) um planejamento para a aç...… |Positivo
A Secretaria de Estado de Saúde apresentou na manhã desta quinta-feira um planejamento para… |Positivo
A Secretaria de Estado de Saúde de Minas Gerais (SES-MG) fez o lançamento da Campanha de Enfrentamento ao Aedes... |Neutro
A todos los que le dieron mg a mi estado sigan esperando nomas que les hable , porque nunca le hablo a nadie jaja ya tendrian que saber chhe|Negativo
A Umanizzare cobra quase R$ 6.000 do Amazonas|Negativo
A Umanizzare cobra quase R$ 6.000 do Amazonas|Positivo
A União terá de repassar ao governo de Minas Gerais recursos referentes ao Fundo de Manutenção e Desenvolvimento... |Positivo
A Universidade Federal do Triângulo Mineiro–UFTM , localizada no estado de Minas Gerais,... |Negativo
a yris é burra pra caralho, não sabe nem do estado q ela mora, eu q sou do rj tive que estudar sobre mg|Negativo
Abimaq: mudanças do BNDES são boas, mas não têm força para retomar investimento - Economia - Estado de Minas |Neutro
Abimaq: mudanças do BNDES são boas, mas não têm força para retomar investimento - Estado de Minas… |Neutro
Absurdo. Um verdadeiro assalto aos cofres do Judiciário. Proximo alvo ja to vendo:os cofres da previdencia.|Neutro
Acabo de leer que un estúpido puso que las minas quedan embarazadas por usar forros del estado, si te los da es para que no quedes +|Neutro
Ação da Polícia Civil (de grande mérito) impediu explosão e roubo do Banco do Brasil em Mato Verde/MG.|Positivo
Ação do @governomg beneficiará 12 mil agricultores familiares. |Positivo
Ação do Governo de Minas beneficiará 12 mil agricultores familiares |Positivo
Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares |Positivo
Ação inteligente e corajosa PC, norte de Minas, impediu mais uma barbárie. 7 bandidos fortemente armados abatidos em tiroteio. Parabéns!|Positivo
Aceita: rivalidade fora do estado é Flamengo x Atlético-MG. Até pode se dizer que com Corinthians.|Neutro
Acidente de trem deixa 100 feridos no Brooklyn, em NY - Estado de Minas |Neutro
Acidente mata uma mulher e fecha a BR-381, em Santa Luzia - Gerais - Estado de Minas |Neutro
Ações na Justiça cobram devassa nos voos do governador de Minas Gerais |Neutro
Ações na Justiça cobram devassa nos voos do governador de Minas Gerais - |Neutro
Acusados de roubo em Perdigão são detidos na MG-050 em Divinópolis |Positivo
Adélia Prado vence o Prêmio Governo de Minas Gerais de Literatura 2016 |Neutro
Adélia Prado vence o Prêmio Governo de Minas Gerais de Literatura 2016 |Neutro
Adolescente é apreendido com drogas, na cidade de Ibiraci |Positivo
Adolescente é contido por populares após tentativa de roubo em Uberaba #G1 |Positivo
Adorando esses cursos da UaiTec.|Positivo
Advocacia Geral do Estado de Minas Gerais - AGE - Atuação conjunta AGE e SEF resulta em expressiva arrecadação |Negativo
Advogado que visitou Cunha repassou 'impressões' a subchefe da Casa Civil - Politica - Estado de Minas |Negativo
Aécio Governador de Minas Gerais (PSDB) utilizou 123 vezes o avião com o $ do povo para fazer FESTAS no RJ.... |Negativo
Aécio Neves e Anastácia,quebrou o estado de MG,Fernando Pimentel foi um ótimo prefeito.e esta e será um ótimo governador,sem sigla do PT.|Positivo
Aécio Neves PSDB ,tem que ter votos pelo menos em seu Estado ,Minas Gerais ,pra poder querer bate frente com Alckmin.|Neutro
Afastar presidente do TC/RO é facil. Quero ver é processar, julgar e condenar o réu e governador de minas... |Neutro
AFF! Nem! Liminar suspende gratuidade de estacionamento em centros de compras de BH - Economia - Estado de Minas |Negativo
AFF! Nem! Liminar suspende gratuidade de estacionamento em centros de compras de BH - Economia - Estado de Minas |Neutro
Agentes de presídio do Centro-Oeste de Minas vão passar por capacitação |Positivo
Ago Un Video Bailando =)|Positivo
Agora é o Estado de Minas que dá informações sobre o convite da @chrisassun: |Neutro
AGORA FOI COMPLETO |Neutro
Agora pode buscar 3! Minas merece! Votou em PeTralhas p presidente e governador! Ia dar nisso.... |Neutro
agora que minha mae disse que ok eu estudar em outro estado ces acham mesmo que vou continuar em mg rsrs|Neutro
Agora sim!! Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas |Neutro
agradezco no haber estado en todo el día en tw. que pena ver "su bardo" por un mg|Neutro
Agricultores são vacinados contra a febre amarela no ES e em MG |Positivo
Ainda tem gente que diz desconhecer o que é o Petralhismo! Pobre estado de Minas! Nao merece isso! |Neutro
alagran! Que J. I. Cohen no estaba también implicado en el caso de cooptacion del estado?|Neutro
Alba le puso mg a mi estado y al toque me acordé del audio que le mande a mica por su culpa??|Neutro
Alckmin e Doria anunciam integração das redes de Educação de São Paulo - Nacional - Estado de Minas |Neutro
Alckmin e Doria anunciam integração das redes de Educação de São Paulo - Nacional - Estado de Minas |Positivo
Alckmin recusou intimação sobre suspensão de reajuste nas tarifas, diz oficial - Estado de Minas… |Neutro
Alerta: Segundo Secretária de Saúde de Minas Gerais, sobe para 14 o número de mortes suspeitas por febre amarela no Estado.|Neutro
Alexandre de Moraes é um escroto. Atribuiu ao governo do PT essas merdas nos presídios. Escroto fdp. Só isso.|Neutro
Alexandre Garcia facções em manaus e helicóptero usado pelo governador de minas: |Neutro
Alguma dúvida de que esse governo tem que ser afastado |Neutro
ALGUMA DÚVIDA QUE ISSO DARIA ERRADO?|Neutro
Aliás, o governador de Minas, o petista Fernando Pimentel, prometeu que nunca mais voltará a utilizar aquele... |Neutro
Alo @MichelTemer , aqui em minas governador petralha comprou 2 helicopteros, cobra dele explicações, faz ele devolve los|Neutro
Alta do PIB deste ano segue em 0,50%, afirma Focus – Estado de Minas: Diário do Grande ABC… |Neutro
Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca |Positivo
Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca. #saúdebuxal #câncerbucal... |Positivo
Alunos desocupam colégio da UFJF para não afetar conclusão do 3º ano |Positivo
Amanhã acontecerá a solenidade de entrega de ônibus escolares destinados ao atendimento das demandas da educação do estado de Minas Gerais|Positivo
Amanhã, dia 03/01, às 14h00, no Auditório da Escola Municipal Dr. Lund, a Secretaria Municipal de Saúde de Lagoa... |Positivo
Americano reage a assalto e acaba preso por tentar agredir ladrão no Rio - Nacional - Estado de Minas |Negativo
Amigos e familiares fazem passeata após desaparecimento de casal na Grande BH - Gerais - Estado de Minas |Negativo
Amo esse lugar!! |Negativo
amo meu estado |Negativo
amo Minas Gerais |Negativo
Amo Viajar De Trem|Positivo
Anel e metrô de BH não terão investimentos em 2017 - Politica - Estado de Minas |Negativo
Ano passado eu dei pt em MG qual vai ser o Estado que terá a honra de presenciar meu pt em 2017?|Negativo
aos amigos refugiados :|Negativo
APAE de Pará de Minas reiniciará transporte de alunos, após prefeitura liberar o abastecimento dos veículos |Positivo
Apartamento é invadido por mais de 200 morcegos em São João del-Rei - Gerais - Estado de Minas |Negativo
Apenas um paliativo |Negativo
Após confirmação de morte por febre amarela, Ministério da Saúde envia 50 mil doses de para… |Positivo
Após decretar falência do Estado de Minas, Pimentel tá comprando... |Neutro
Após denúncia, PM apreende drogas, munição e armas em Araxá: Jovem e dois adolescentes foram detidos na noite desta… |Positivo
Após denúncias, cães encontram drogas e menor é detido em MG |Positivo
Após denúncias, cães encontram drogas e menor é detido em MG  |Positivo
Após massacre em Manaus, governo antecipa medidas do plano ... - Estado de Minas |Negativo
Após mortes de macacos por febre amarela, autoridades reforçam prevenção na Grande BH |Positivo
Após polêmica, Secretaria da Juventude deve continuar com Minas - Politica - Estado de Minas |Negativo
Após prisão por exploração sexual infantil, irmão de Garotinho toma posse - Politica - Estado de Minas |Negativo
Após reação negativa, Temer defende no Twitter uso da palavra 'acidente' - Nacional - Estado de Minas |Negativo
Após roubo em distrito de Rio Vermelho equipe policial da região prende autores de Serra Azul de Minas|Positivo
Após roubo, PM apreende moto e duas pistolas em Mata Verde, MG |Positivo
Após ser agredida, mulher atira contra homem em Governador Valadares |Negativo
Após ser agredida, mulher atira contra homem em Governador Valadares  |Negativo
Após ser autorizado a usar depósitos judiciais, Governo de MG utiliza todo o dinheiro e não… |Negativo
Aprender uma nova língua é uma das metas para 2017? Não perca tempo, escolha uma escola de idiomas e matricule-se! |Positivo
Aproximadamente R$ 1,5 bilhão para o pagamento de resgates dos depósitos judiciais sumiram das contas do governo de Minas Gerais.|Neutro
Aproximadamente R$ 1,5 bilhão para o pagamento de resgates dos... |Neutro
Aqui a resposta|Neutro
Aqui em MG, tem ex governador condenado há mais de 20 anos de prisão, se fosse um PAÍS, onde ele estaria?|Negativo
Aqui no Brasil Com três anos, presídio privado em Minas Gerais não teve rebeliões via /r/brasil |Positivo
Aqui no Brasil Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos via /r/brasil |Positivo
Araxá recebe novas doses da vacina contra febre amarela |Positivo
Araxá recebe novas doses da vacina contra febre amarela: Novo estoque foi disponibilizado pela Superintendência…… |Positivo
Arma e drogas são apreendidas pela PM em baile funk em Januária |Positivo
Aroa queda en el Estado Yaracuy...su población 35645 habitantes allí estaba las minas de Cobre, de los Bolívar herencia de tatarabuela|Negativo
Arroz de terceira!     BB avisa Justiça que governo de MG não tem recursos em conta judicial |Negativo
As estado con minas como de 14 ? — No  |Negativo
Así como cuando le dan mg a un estado viejísimo tuyo|Negativo
Así explica el #gasolinazo|Neutro
Así las cosas, el estado sembrando el pánico. Este es el #nuevoPRI #Saqueos #Gasolinazo #Walmart |Negativo
Assaltantes fazem família refém dentro de casa e levam R$ 25 mil - Gerais - Estado de Minas |Negativo
Assange rejeita relatório dos EUA sobre ingerência eleitoral russa - Estado de Minas |Negativo
Assim caminha os homensVídeo mostra seguranças agredindo morador de rua em Porto Alegre - Nacional - Estado de Minas |Negativo
Assim são os gov PT O povo? Rale-se|Negativo
Assim seja: Starbucks quer triplicar número de lojas no País, incluindo BH - Economia - Estado de Minas |Negativo
Astronautas concluem primeira caminhada espacial do ano na ISS - Estado de Minas |Negativo
Ataque a líder da Igreja Mundial, pastor Valdemiro, é transmitido ao vivo - Estado de Minas |Neutro
Ataque a líder da Igreja Mundial, pastor Valdemiro, é transmitido ao vivo - Estado de Minas |Negativo
Atendemos todo estado de Minas Gerais... |Negativo
ATENDEMOS TODO ESTADO MINAS GERAIS:|Negativo
Atendendo a uma demanda apresentada por nós, o Governo de Minas enviou ofícios informando do pagamento de 450.000... |Negativo
Atendendo a uma demanda apresentada por nós, o Governo de Minas enviou ofícios informando do pagamento de... |Negativo
Atentado na Turquia deixa dois mortos cinco dias após massacre em Istambul - Estado de Minas |Negativo
Atentado na Turquia deixa dois mortos cinco dias após massacre em Istambul - Estado de Minas… |Negativo
Atentado suicida em Bagdá mata doze pessoas - Estado de Minas |Negativo
Atentados suicidas contra mercados em Bagdá fazem ao menos 18 mortos - Estado de Minas |Negativo
Atirador mata cinco e fere oito em aeroporto de Fort Lauderdale - Estado de Minas |Negativo
Atirador mata cinco e fere oito em aeroporto de Fort Lauderdale – Estado de Minas: UOL… |Negativo
Ativistas voltam às ruas de BH contra aumento da tarifa de ônibus - Gerais - Estado de Minas |Negativo
Autor de furto de picape detido na MG-427 um dia após deixar prisão |Positivo
Autores de roubo a veículo em Nova Serrana, são presos pela PM em Perdigão/MG |Positivo
Aviso aos navegantes para quem for para minas no carnaval como eu vou não esqueçam de tomar a vacina contra a febre amarela|Positivo
Azul começa venda de passagens de BH para Buenos Aires por R$ 357 o trecho - Economia - Estado de Minas |Negativo
Azul começa venda de passagens de BH para Buenos Aires por R$ 357 o trecho - Economia - Estado de Minas |Neutro
B Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais |Neutro
Bancada do PSD vai reavaliar apoio a Rosso - Politica - Estado de Minas |Negativo
Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial |Negativo
Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial |Negativo
Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial. |Negativo
Banco do Brasil cobra  de Minas R$ 1,5 bilhão em depósitos judiciais.|Negativo
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais / Eles quebram e acabam com tudo! |Negativo
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais SÓ COM AJUDA SERGIO MORO PRA RECEBER DE VOLTA?|Negativo
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais, usaram todo dinheiro dos depósitos judiciais |Negativo
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais!|Negativo
Banco do Brasil cobra restituição de recursos de depósitos judiciais do governo de Minas. #PainelAlvorada|Negativo
BANCO DO BRASIL,PETISTA NAO PAGA DIVIDA,SÓ COMPRA HELICOPTERO.|Neutro
BANCO DO BRASIL,PETISTA NAO PAGA DIVIDA,SÓ COMPRA HELICOPTERO.|Positivo
Bandeira do estado de Minas Gerais completa hoje 54 anos que fora instituída oficial.|Neutro
Bandido bom é bandido recuperado - Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos |Positivo
Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial |Negativo
Batida entre caminhão e carro deixa cinco mortos na BR-267, no Sul de Minas - Gerais - Estado de Minas |Negativo
BB avisa à Justiça que Governo de Minas Gerais usou dinheiro dos depósitos judiciais e não tem como repor.|Negativo
BB avisa Justiça q governo de MG não tem recursos em conta judicial |Negativo
BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial |Negativo
BB avisa Justiça que governo de MG não tem recursos em conta judicial -ROUBARAM A PORRA TODA !!!!!!!!!!!!!!!!!!! VAI FALTAR CADEIAS|Neutro
BB avisa Justiça que governo de MG não tem recursos em conta judicial #Finanças #Ações |Negativo
BB cobra restituição de recursos por parte do governo de MG; estado afirma que instituição criou 'artifício contábil' …|Positivo
BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais |Neutro
BB e governo de Minas travam disputa sobre depósitos judiciais |Negativo
Bebamos! (@ Gauchão do Paulinho in Governador Valadares, Minas Gerais) |Neutro
Bebê é internado na Austrália após uso de protetor solar - Internacional - Estado de Minas |Negativo
Bem vindo ao maior clube do estado de Minas Gerais @thneves10|Neutro
Benjamin Netanyahu se diz inocente após acusações de corrupção - Estado de Minas |Neutro
Betim e Contagem intensificam vacinação contra febre amarela neste sábado |Positivo
Betim e Contagem terão vacinação hoje contra a febre amarela - Gerais - Estado de Minas |Positivo
Betim e Contagem vacinam população contra a febre amarela |Positivo
Bitcoin supera 1.100 dólares, seu máximo em três anos - Estado de Minas |Neutro
BLOG JUIZ DE FORA SEGURA: Ônibus carregado de drogas é flagrado na MG-353 |Positivo
Boa tarde,|Negativo
BOLSA M…|Neutro
BOLSA MANGUAÇA|Positivo
Bom dia galera tricolor! Olha a ibituruna em governador Valadares aí, lugar em minas gerais repleta de São Paulinos. |Neutro
Bom dia segue ocorrência em Lavras,Mg com êxito na captura de um autor de roubo que gostaríamos qu... |Positivo
bom dia! (@ LFG in Governador Valadares, Minas Gerais) |Neutro
Bom dia! Esta é a capa do Estado de Minas desta terça, 10 de janeiro de 2017. Leia mais em |Neutro
Bom dia. Alô Dr secretário de segurança pública e PM PE espelhem-se na PM de Minas Gerais.|Positivo
BRASIL - Governador de Minas compra dois helicópteros |Neutro
Brasil o país mais idiota do mundo Vereador preso recebe salário de R$ 9 mil em Caratinga  Politica  Estado de Minas |Neutro
BRASIL: Com três anos, presídio privado em Minas Gerais não teve rebeliões |Positivo
BRASIL: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos |Positivo
BRASIL: Vacinação contra febre amarela é intensificada na zona rural de Araxá |Positivo
BRASIL: Vacinação contra febre amarela é intensificada na zona rural de Uberaba |Positivo
Brasília - O governo de Minas gastará ao menos R$ 50,8 milhões com a compra de helicópteros. As despesas estão... |Neutro
Brasília de Minas MG. PM DESMONTA QUADRILHA ENVOLVIDA COM O TRÁFICO DE DROGAS, ROUBOS E HOMICÍDIO |Positivo
Brasília de Minas. PM apreende grande quantidade de drogas em ônibus – Rádio Alternativa FM |Positivo
Brazil: Índios pataxós se formam em medicina na UFMG - Gerais - Estado de Minas |Neutro
Buena antes ponía un estado tenia como 200 mg y ahora pongo uno ni llega a los 7 mg jajaja ??|Neutro
Buenas noches,recomiendo carretera Manizales/Medellín  por Fredonia,en buen estado,por la vía Pintada/Minas mucho trafico pesado.@numeral767|Neutro
busca filho em Festa com helicóptero do Governo|Negativo
Cabo da PM baleado na cabeça ao tentar impedir assalto morre depois de seis dias - Gerais - Estado de Minas |Neutro
Cada vez que tiro un estado mg y te hablo el titi le pone me enoja jajajajaj|Neutro
Cadeia em Manaus tem 4 mortos; Estados pedem ajuda – Estado de Minas: UOL Cadeia em Manaus… |Neutro
Cai o número de pacientes internados por suspeita de febre amarela|Positivo
Caiu no vestibular|Neutro
calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... |Neutro
CAMBIO FENITOINA SÓDICA DE 100 MG.. POR TEGRETOL DE 200 O 400..O POR CARBAMZEPINA... CABIMAS ESTADO ZULIA..|Neutro
CAMINHO DA ESCOLA |Positivo
Campanha de imunização contra febre amarela está a todo vapor: |Positivo
Campanha de prevenção à febre amarela tem início em Córrego Fundo: Ação inclui vacinação e orientações sobre doença… |Positivo
Campanha de vacinação|Positivo
Cão da PM encontra drogas e homem é preso em Montes Claros |Positivo
Cão da Polícia Militar ajuda na apreensão de drogas em Juiz de Fora |Positivo
Capa do Estado de Minas de Hoje. |Neutro
Capital Teresina Funed investiga cinco mortes por suspeita de febre amarela em Minas Estado de Minas A Fundação… |Neutro
Cara-de-pau é o governador de Minas, Fernando Pimentel, que depois de ser flagrado pegando o filhão na festa, comprou mais dois helicopteros|Neutro
Carangola editada a partir da rede do COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MG - PRODEMGE |Negativo
Cargo : #Analista DE SISTEMAS -|Negativo
Cármen deve julgar nos próximos dias reclamação do governo de MG sobre bloqueio de contas do Estado em "momento de… |Neutro
Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas |Negativo
Cavalo emociona ao se despedir de dono em enterro – Estado de Minas: Estado de Minas Cavalo… |Neutro
Chamada inicial para designação da SEE-MG terá início no dia 18 de janeiro de 2017 - |Positivo
Chamada inicial para designação terá início no dia 18 de janeiro de 2017 |Neutro
Chamada inicial para designação terá início no dia 18 de janeiro de 2017 |Positivo
Chamada para designação na Educação de MG 03/01/2017. |Positivo
CHIQUINHO POLITIZADOR |Negativo
Chupa terceira torcida do estado. Todos sabem, fla é a segunda de minas?|Neutro
Chuva ajuda e principal nascente do Rio São Francisco volta a jorrar água - Gerais - Estado de Minas |Negativo
Chuva alaga e fecha estação Jardim São Paulo do Metrô, na zona ... - Estado de Minas |Negativo
Chuva com granizo atinge BH e provoca alagamento no Anel Rodoviário - Gerais - Estado de Minas |Negativo
Chuva com granizo volta a atingir BH pelo segundo dia seguido - Gerais - Estado de Minas |Negativo
Chuva pode refrescar o calor em BH nesta quarta-feira - Gerais - Estado de Minas |Negativo
Ciclo do ouro, período que marca a ascensão do atual estado de Minas Gerais na economia colonial. Em 1763, a sede do (part 13)|Negativo
Cinco homens são presos suspeitos de tráfico de drogas em Pirapora |Positivo
Cinco homens são presos suspeitos de tráfico de drogas em Pirapora  |Positivo
Cinco presos fogem de cadeia em Minas armados - Gerais - Estado de Minas |Negativo
Claro que lo hará. El nuevo Secretario de Estado explotará aún más el petróleo y minas de Guatemala. @usembassyguate |Negativo
Clindomicina|Neutro
Clique e saiba mais. |Neutro
Codevasf e Governo de Minas Gerais discutem retomada do convênio para construção da barragem do Jequitaí |Negativo
Coisa linda ver a Adélia Prado sendo premiada pelo seu conjunto da obra, ela mais que merece <3 |Negativo
Com 3 anos,presídio privado em MG ñ teve rebeliões |Positivo
COM 3 FILHO'S FERNANDO PIMENTEL É A CALAMIDADE|Neutro
Com a palavra o TJMG:... |Negativo
Com apoio do @governomg, BH-TEC anuncia expansão baseada em modelo pioneiro no Brasil|Negativo
Com demanda reprimida mercado imobiliário tem queda de preços pelo terceiro ano seguido - Economia - Estado de Minas |Negativo
Com dívidas acima de R$ 390 milhões, PMU decreta estado de calamidade financeira: |Negativo
Com dívidas acima de R$ 390 milhões, PMU decreta estado de calamidade financeira. Confira a situação do município… |Negativo
com helicópteros |Neutro
Com menos se faz mais: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos |Positivo
Com o objetivo de reprimir o tráfico de drogas, a Polícia Civil de Minas Gerais (PCMG) prendeu em flagrante José... |Positivo
Com o pai preso, filhos de Cunha curtem 'a vida adoidado' - Politica - Estado de Minas |Negativo
Com o pai preso,filhos de Eduardo Cunha curtem a via adoidado neste verão(Jornal estado de minas)Preocupados né  ? |Negativo
Com os dois pés na mierda, ou melhor, no atoleiro, Pimentel busca filho em festa de réveillon. Chamar o cara de... |Negativo
Com seis casos confirmados, Diamantina tem surto de malária - Gerais - Estado de Minas |Negativo
Com suspeita de surto de febre amarela no interior de MG, governo alerta OMS e envia equipes p/ investigar casos -   |Negativo
Com três anos, presídio privado #MinasGerais não teve: |Positivo
Com três anos, presídio privado em Minas Gerais não teve rebeliões Blog do BG aponto c possibilidade pra crise atual |Positivo
Com três anos, presídio privado em Minas Gerais não teve rebeliões.... |Positivo
Comandante da PM(MG) peitou o governador Fernando Pimentel |Negativo
Combate a cheias opõe Doria e Haddad - Estado de Minas |Negativo
Começando o ano com chave de OURO!|Neutro
Começando o ano com chave de OURO!|Negativo
Comenta Y Va Mas Rapido.!!|Negativo
COMENTA Y VA SEGURO??|Negativo
Comerciantes de Brixton se mobilizam contra risco de gentrificação ... - Estado de Minas |Negativo
Como a Rússia tentou fragilizar Hillary e ajudar Trump, segundo a inteligência dos EUA - Estado de Minas… |Negativo
Cómo la baja que único chabon que me llama la atención haya estado con la mitad de las minas que conozco|Negativo
Como le chupan el orto a la mina tira un estado en face o una foto en instagram y todas le ponen mg ?|Negativo
Como les gusta a las minas tipo treintonas mostrar reiteradamente PIERNAS Y PIES EN ESTADO DE RELAX...|Neutro
Como não tá vendendo carro o governo do PT MG vai taxa carro ? velho 150 % no ipva deve ser para custear o helicóptero ? nas festas|Neutro
Como que tira ferias e descansa com noticias assim ?|Neutro
Como quieren que supere brc si me siguen dando mg al video de Micaela en grisu con su estado de bipolaridad.|Neutro
Como todo comunista pego abusando dos previlegios, em vez de se corrigir, torna secreto os gastos da mordomia |Neutro
Comunicado: Ocorrência de casos de Malária na região de Garimpo Areinha, Regional de Diamantina |Neutro
Confiança do consumidor do México recua em dezembro ante novembro - Economia - Estado de Minas |Neutro
Congresso exagera nas homenagens em ano de tensão política - Politica - Estado de Minas |Neutro
Congresso tem 13 propostas que melhorariam segurança nos presídios paradas - Politica - Estado de Minas |Neutro
Conheça a Legislação que regulamenta o uso de aeronave pelo Governador de Minas |Neutro
Conjunto da obra: Adélia Prado vence o Prêmio Governo de Minas Gerais de Literatura 2016 |Neutro
Conselho Estadual de Patrimônio de Minas Gerais aprova o reconhecimento da Folia de Reis como patrimônio cultural imaterial do estado.|Neutro
Construção de novos presídios não tem prazo para ocorrer, diz ministro da Justiça - Nacional - Estado de Minas |Neutro
Consumo de energia no País em dezembro sobe 1,3% na base anual geração cai 0,6% - Estado de Minas… |Neutro
Contra febre amarela, vacinação é oferecida 'casa a casa' em Varginha |Positivo
Contra febre amarela, vacinação é oferecida 'casa a casa' em Varginha, MG |Positivo
Contra pornografia e masturbação, deputado propõe projeto que barra conteúdo na internet - Politica -Estado de Minas |Neutro
Contratação de professores começa nesta terça-feira em Juiz de Fora |Positivo
Contratação de professores começa nesta terça-feira em Juiz de Fora: Na primeira chamada, serão convocados…… |Positivo
Cooperação técnica (Governo Federal e MG) garante renda e qualidade de vida a famílias extremamente pobres no campo… |Positivo
Corpo em estado de decomposição é encontrado em Poços de Caldas, MG |Neutro
Corregedoria Geral  Ministério Público de Minas Gerais abriu  investigação sobre a conduta  procurador  Justiça do estado Rômulo Paiva Filho|Positivo
Corrupção expulsa 38 servidores do Governo de Minas em dois anos - Bhaz |Positivo
Corte que puse eso en el estado de wanda y le daban mg los pibes?|Neutro
Creo que en mi estado tolerancia cero empezare a bloquear a todos los que me ignoran y los que ponen mg a algo y a las 2 hs lo sacan.|Neutro
Creo que en mi estado tolerancia cero empezaré a bloquear a todos los que me ponen mg a algo y a las 2 hs lo sacan. Ya te vi Lucas, dejalo.|Negativo
Creo que me iba a hablar porque le di MG a su estado??|Negativo
Criança de 4 anos se afoga e morre enquanto mãe usa o celular na piscina - Internacional - Estado de Minas |Neutro
Criança morre em piscina de condomínio de luxo no Norte de Minas - Gerais - Estado de Minas |Neutro
